subject,content,answer,sentence,cat,maincat,subcat,a_perspective_1,a_perspective_2,a_perspective_3,s_perspective_1
Why does it hurt?,Why do I getstomach pains right before we finish having sex? Does it go into far? Is there something wrong with me?,pay a visit to your gyn,pay a visit to your gyn,Women's Health,Health,Women's Health,,,,treatment
Anyone know anything about some leg pain?,"I am not what you would call the active type.  Today I didn't do anything out of the normal (go to work sit for twelve hours and come home and sleep) I have a sharp constant pain that is on my right leg.  It starts mid shin on the right side and works its way down to my ankle.  The pain is more intense there, even when I sit still with no wieght put on it.  Anyone have any idea what this is?  Further more, I am 24, 5'5"" and 158 lbs.  I've read anything from shin splints to tendonitis.","It could be a blood clot in your leg. Or just a reduction in blood flow so your nerves are being put into ""shock"" and you get the tingling feeling. But from what you have said I would highly recommend getting that looked at by your doctor.",It could be a blood clot in your leg.,Men's Health,Health,Men's Health,,,,cause
"When I woke up this morning my left eye was almost swollen shut, why?",,"you have pink eye. go to the doctor and have a little checkup. ASAP =] 
good day",ASAP =],Other - Diseases,Health,Diseases & Conditions,,,,information
Is there a way to do sit ups or crunches without lower back pain?,"I've been trying to do sit ups and crunches as part of my exercise routine, but i can't get past 10 without horrible debilitating back pain.",You need to buy the AB LOUNGE it works well on my back and don't forget to mention it helps you lose weight too::::I hope your back gets better..,You need to buy the AB LOUNGE it works well on my back and don't forget to mention it helps you lose weight too::::,Diet & Fitness,Health,Diet & Fitness,,,,treatment
how much coconut should we consume for health benefits each day?,,"Not sure it matters so long as you take the shell of before you eat it. If you eat them in the shell, I'd suggest one is too many and will definately give you constipation assuming you can swallow it.",Not sure it matters so long as you take the shell of before you eat it.,Other - General Health Care,Health,General Health Care,,,,information
"What is ""gout""?",,"Gout is a form of arthritis caused by the accumulation of uric acid crystals in joints. It is an intensely painful disease, which in most cases affects only one joint (monoarthritis), most commonly the big toe.",Gout is a form of arthritis caused by the accumulation of uric acid crystals in joints.,Other - Diseases,Health,Diseases & Conditions,,,,information
What's the best way to get whiter teeth besides bleaching?,"I've drank ice tea my whole life, and notice that my teeth are getting noticably yellow. Besides going to the dentist and getting teeth bleached, what is the best way/products for getting whiter teeth? I know over the past few years, those Crest Whitestrip type products have come out, but I'm afraid to waste the money on them. Anyone use them? Thanks for all help.",just brush your teeth really good and long.. i dont think that it really matters what kind *i use aquafresh!*,just brush your teeth really good and long.. i dont think that it really matters what kind *i use aquafresh!,Dental,Health,Dental,,,,treatment
"Is it possible to get some kind of sickness, {not a cold} by not keeping worm enough in very cold weather?","My daughter argues with me all of the time about her belief  that you can go out in freezing cold weather,stark naked and you won't get sick,because I insist that my grand children wear something warm when going out into cold weather,and I also beleve that it is possable to get a very bad head cold by going out into cold weather with a wet head, maybe pnuenonia.Thank you.  hottiebon2000@yahoo.com","resistance to disease varies from imndividual to individual-the immune system is not a fixed thing for everybody. your grandchildren may have developed a high resistance to cold,even freezing cold.",resistance to disease varies from imndividual to individual-the immune system is not a fixed thing for everybody.,First Aid,Health,General Health Care,,,,information
Have you ever choked on something and it feels like you sucked the food down in your lung? I did this and my..,chest still hurts. It feels like there is still something in there making me cough. Should I be concerned?,"a. its not physically possible to suck something into your lungs (other than a gas).

b. dont go see a doctor. doctors hate their jobs because they have to deal with people who come in will small problems because they didnt pay attention in high school anatomy class.",doctors hate their jobs because they have to deal with people who come in will small problems because they didnt pay attention in high school anatomy class.,Other - Health,Health,Other - Health,,,,information
Do you know what I might have?  Curious...???,"I've been experiencing the following symptoms for about 8+ months.  Has anyone else experienced the same, or know what could be wrong? 

-Headaches (usually left front and side of head).  The headaches at this point usually occur in the morning, at night, AND usually during or immediately after physical activity (exercise, walking up stairs, even after intercourse!)
-tiredness
-forgetfulness at work.  My colleagues have noticed that I have been making frequent errors, mixing up information, using the wrong words, or blanking out, etc. on a daily basis.
-numbness in the hands and arms.  Sometimes only my pinky and ring finger are numb.
-stiff neck, or spasms in my neck
I have had blood tests, an xray of my neck, and a CT scan done but they were done a long time ago when the only symptom I had were the headaches.  I was seeing a Chiropractor for 3 months (who performed ART), but it didn't help.  I have an appointment with a Neurologist next month",may be you have heart problems? i know that when your left pinky and ring finger get numd uts a heart problem.. keep going to the doc until they figure out whats wrong..,i know that when your left pinky and ring finger get numd uts a heart problem.. keep going to the doc until they figure out whats wrong..,Other - Health,Health,Other - Health,,,,cause
"I cracked some teeth, its been two months, I get insurance in 5 months is that too long to wait?","My cracked teeth ache a little bit sometimes, my front tooth is the worst, the rest are small cracks. I try to eat healthy and keep my mouth clean. Should i have a dentist fix the worst tooth and wait on the rest??",what happened,what happened,Dental,Health,Dental,,,,information
How soon after a whiplash injury can a person start to exercise? In particular is swimming a good/bad idea?,,"Only you can answer that. If it hurts then ""STOP"". If it doesn't then "" CARRY ON"" 

ref to ex radio 1 DJs Mark & Lard.",ref to ex radio 1 DJs Mark & Lard.,Injuries,Health,Health & Well-Being,,,,information
i have been having pressure in my ears when i get up and throbs like a heart beat it goes away with no pain.?,It doesnt happen every day but it has happened often and i was wondering if i could be a sign of high blood pressure though i have been told there realy are no signs for high blood pressure. Any help would be appreciated.,"It could be, go get it checked.","It could be, go get it checked.",Heart Diseases,Health,Diseases & Conditions,,,,suggestion
Can you tan while being pregant?,I'm 26 weeks and want to know if i can go to the tanning bed.,Yes i did,Yes i did,Women's Health,Health,Women's Health,,,,experience
"i havent been feling good for 3 days, in the mornings im fine ,the afternoons im sick, fever of 101?","what should i do? and in constantly on the toilet, i know that sounds gross but what can i do ive taken meds like pepto and nyquil. im stumped",Go to the doctor!,Go to the doctor!,Women's Health,Health,Women's Health,,,,suggestion
Does anyone know anything about necrosis of the wrist?,My son was found to have this disease and now the Dr is urgently wanting to make an appt with a orthopaedic surgeon for a possible bone graft or surgery.  Seems this has produced  rather quickly.  Just wanted some info other than what I have found on the internet (which is all the same).,"Necrosis means death.  The Doctor is pushing this through fast, because he doesn't want the necrosis to spread any farther than possible.  The farther it spreads, the more has to be cut off.  I would suggest you help him hurry it along.","The Doctor is pushing this through fast, because he doesn't want the necrosis to spread any farther than possible.",Other - Diseases,Health,Diseases & Conditions,,,,information
Wisdom Teeth?,I have to get all 4 of my wisdom teeth pulled and I was wondering how long the healing(pain)period is?,"Probably 4-5 days. I had all 4 out too and it lasted 4 days. Take LOTS of Tylenol, drink lots of icees, and soft food only. Its a pain to wait that long. Good luck",Probably 4-5 days.,Dental,Health,Dental,,,,information
I EAT MY OWN SKIN! PLEASE HElP!!!!!!!!!!?,"i have an ultra sick habit. i eat my own skin. no wisecracks then. i started by eating my nails, then the shin around my fingers, then i moved to other thick parts of skin around my body. does anyone know what this is? i call it self-cannabalizm, but is their a medical term for this? does anyone know how to stop it! please, no wisecracks! i have done this since i was eight! im now 16! someone help!!!!!!!!!!!","I do the exact same thing, in fact, It's really been bugging me today and that's why I searched for it on Google and found your question. I've been doing it since I was about 9, and I'm 16 now. I started on my feet, but then I stopped for a while. It didn't last very long, and I started biting my fingers instead. Now when things get really bad, I end up biting both, and I have to wear band aids a lot.
And to the people that said you need to see help: I think that if it's interfering with your daily life then yes, you should do something about it. For me, it goes in cycles. Sometimes it's bad, sometimes I don't do it at all. It's probably just a bad habit. My mom is practically a psychologist, and she hasn't seemed to alarmed, she just told me I shouldn't do it.
I'm sorry I can't give you much advice, I don't know why I do it myself, except when I'm stressed, but that's not the only time I do it.
I don't really know if there's a name for it either; it probably fits into the category of self-cannibalism, though. Good luck!","My mom is practically a psychologist, and she hasn't seemed to alarmed, she just told me I shouldn't do it.",Other - Health,Health,Other - Health,,,,experience
Headaches...?,I have had a horrible headache for 5 days now.  I haven't had migranes in my past... any advice or things to do (other than take tylanol/advil etc...)?,Maybe you need to get your eyes checked.   That can cause headaches.,Maybe you need to get your eyes checked.,Other - General Health Care,Health,General Health Care,,,,suggestion
how could you get rid of acne on forehead and back of the body?,,it sounds like it might be cause from hair products or oily type hair,it sounds like it might be cause from hair products or oily type hair,Skin Conditions,Health,Diseases & Conditions,,,,cause
is this any wonder why i'm still sane? if anyone can answer this let me know.?,"finally, someone told me to ease up on my self.this past year was tough.
   these are the things that have happened within 11 months
my godfather[ who tried to take my father place after he died] died suddenly, one week before the 5th aniversary of my mother's death.
    my sponsor of 6 years had 2 major sugeries[ duing one his vital signs began to fail, took 5 hours to stailize ]
    3 friends died unexpectedly
    got married
    moved 4 times [so far]
    one of the places we moved into was a drug house,that's why moved  again.
  we lived in That house it was found  my husband was a security guard, after they found out He work schedule i was harrassed, he worked.
 a state to state move we got two set of utilities bills to pay ,
     he became unemployed 2 weeks before x-mass, 1/1/06 we lost any help we could get because of new govt. laws put in place.
      7 weeks ago i found out  after 23 years of a misdiagnosis, i finally might get care i need

      i get angry",what doesnt kill you makes you stronger,what doesnt kill you makes you stronger,Mental Health,Health,Mental Health,,,,information
How do I help my son's infected toe?,"My 9 year old son dropped a weight on it a few months ago and it turned black & a new nail is growing underneath.  I assumed the old nail would just fall off.  However, in the last week or so, it has started to smell VERY bad.  I tried scrubbing it but it hasn't helped.  Should he see a doctor or is something over the counter that can help him?","IT SOUND'S TO ME THERE IS INFECTION THATS SET IN THE TOE,IF THERE IS A BAD SMELL TO IT.   BEST SOLUTION IS TO SOAK IN EPSTINE SALT.. ALSO PUT PROXIDE ON TOE  3 TIMES A DAY ,WHEN IT STARTS TO GET A LITTLE BETTER START PUTTING NEOASPORINE ORTIMENT 3 TIMES A DAY. ALL THESE(MEDICINE'S) AN BE BOUGHT AT ANY STORE. IF THE INFECTION HAS BEEN ON GOING FOR MORE THAN 7 DAY'S THEN YOU SHOULD GO TO SEE A DOCTOR,BECAUSE YOUR SON WILL NEED TO BE PUT ON SOME ANTIABITOES FOR THE INFECTION. YOU DON'T WANT GANG GREEN TO SET IN THEN THEY WOULD HAVE TO AMPUTATE THE TOE ,IF IT IS SERIOUS ENOUGH TO HAVE THAT DONE,BUT ONLY THE DOCTOR KNOW'S BEST!!","YOU DON'T WANT GANG GREEN TO SET IN THEN THEY WOULD HAVE TO AMPUTATE THE TOE , IF IT IS SERIOUS ENOUGH TO HAVE THAT DONE, BUT ONLY THE DOCTOR KNOW'S BEST!",Injuries,Health,General Health Care,,,,information
What is IBS?,How does it affects the life of the person?,"IBS = Irritable Bowel Syndrome. It refers to a sensation characterized by abdominal pain and changes in bowel habits. These changes cause either chronic; diarrhea, constipation, or interchanging between the two. Thus the person is in alot of abdominal pain and always running to the dunny, or wishing they could.",IBS = Irritable Bowel Syndrome.,Other - Health,Health,Other - Health,,,,information
"only when I sleep at night. I Itch all over. I try to not sratch the spot, but i can't. My husband doesnt itch","It does'nt happen everynite. It does'nt happen in the day. My husband is in the same bed. He's fine.It drives me nuts. At some point I fall a sleep. If I take a nap after work, for 2 hours. It does'nt happen then. That's wierd. please help....","if you are taking medicine at night ,that could be a reason too.","if you are taking medicine at night , that could be a reason too.",Other - General Health Care,Health,General Health Care,,,,cause
The Doctor just prescribed Cymbalta for my chronic hip pain.?,"I am not depressed, never have been so why prescribe an anti-depressant?",Starla and Sophi are correct-antidepressants aid painkillers in relieving chronic pain. It is not that the doctor doesn't know what is causing the pain or is considering you a hypochondriac. There is a scientific basis for the combination but it is too lengthy and detailed to discuss here. Look it up.,There is a scientific basis for the combination but it is too lengthy and detailed to discuss here.,Pain & Pain Management,Health,General Health Care,,,,information
can you have a missed period from chlamydia?,,just got to the doctor - don't ask us,just got to the doctor - don't ask us,STDs,Health,Diseases & Conditions,,,,suggestion
"these tests if your mother, aunts, etc., had breast cancer...?","there have been cases where women with those risks have opted for a radical masectomy.  does anyone else think that's a little, um, radical??","hmm...

a high probability of severely debilitating, life-threatening, painful cancer that you might die from and likely have to loose your breasts anyways....
OR
get rid of the boobs, get implants, and reduce your  chance of developing breast cancer by 90%

(don't judge, if you don't understand)","a high probability of severely debilitating, life-threatening, painful cancer that you might die from and likely have to loose your breasts anyways....",Cancer,Health,Diseases & Conditions,,,,information
have you had your breasts removed? (Mastectomy)?,"how old were you, how old are you now?
Do you run into problems with bra's?
How do you feel during sex?","Breast Implants/enhancement and reduction and mastectomy surgery is very safe today.Cosmetic Surgery is very cheap in India.There is one company that is very famous in India that arranges cosmetic surgery for foreigners in India.They are called the Forerunners Healthcare.I read a lot about them in the Newspapers and about their patient stories.I have also read that they arrange financing for american and canadian patients as cosmetic surgery is not covered by insurance.

They also have photos pasted of their International patients.You can checkout their website.The cost savings are incredible.As a doctor i personally believe that your cosmetic surgery can be easily handled in India as the quality of healthcare available here is simply best in the world.The surgeons are USA/UK trained and facilities are 5 star.If you still havent got your surgery done,you are better off getting it done in India.


my cousin got a couple of plastic surgery including breast reduction procedures through the forerunners healthcare in India and is all praise for this company.She is more than very happy with the results.she just paid 30% of the amoun she was quoted in USA.hope this helps.",As a doctor i personally believe that your cosmetic surgery can be easily handled in India as the quality of healthcare available here is simply best in the world.,Women's Health,Health,Women's Health,,,,information
are their still no cure for aids or how are they close to one?,,sure theres a cure for hiv/aids :),sure theres a cure for hiv/aids :),STDs,Health,Diseases & Conditions,,,,information
I have a pimple on my inner thigh?,"It came up over night, with a white head already on it, but when I popped it, it hurt, and bled.  It  looks exactly like a normal pimple, is it normal to get a pimple in that spot?","It is most likely a ingrown hair, 
What ever you do, DO NOT FORCE IT TO BREAK. it could lead to a bad infection. Warm moist heat should bring it to a head and it will pop on its own. Do not use a needle or tweezers, You could cover it with gauze. Also another thing is to take cotton balls and soak them in warm salt water, place it on the spot a few times a day, the salt will kill any infection. 
Also could be you pants rubbing on your legs.","It is most likely a ingrown hair,",Skin Conditions,Health,Diseases & Conditions,,,,cause
How do you know if you have appendicitis or a ruptured appendix?,,jump up. and if it hurst ..then you got appendicitis..also if you push on ur lower rigth side and it olny hurts when you take the pressure out.,and if it hurst ..,Other - Diseases,Health,Diseases & Conditions,,,,information
why do I cough when I have eaten too much?,,Maybe you're stomach is too full and the food inside it is starting to go inside your throat.,Maybe you're stomach is too full and the food inside it is starting to go inside your throat.,Other - Health & Beauty,Health,Other - Health & Beauty,,,,cause
When is the best time to floss?,Before or after you brush and why???,"I do it after I brush... I figure everything's looser then.  Of course, I very often brush, then floss, then brush again because I've stirred things up... but left unchecked, I might floss 10 times a day... and have.

My dentist says after you brush, too.",I do it after I brush...,Dental,Health,Dental,,,,experience
I have polycystic kidney disease. Im also into body building. How can I go about with minimal protein intake?,,"TALK TO YOU DOCTOR, I AM SURE HE IS THE BEST TO ADVISE YOU.","TALK TO YOU DOCTOR, I AM SURE HE IS THE BEST TO ADVISE YOU.",Diet & Fitness,Health,Diet & Fitness,,,,suggestion
"this past summer I was plagued with itchy, swollen eyelids. Any clues for relief?",,Maybe you have allergies.  See your doctor and I'm sure he/she can do some tests to find out and perhaps prescribe you some allergy meds.,See your doctor and I'm sure he/she can do some tests to find out and perhaps prescribe you some allergy meds.,Skin Conditions,Health,Diseases & Conditions,,,,suggestion
Why would my ankle swell after a knee injury?,,Possible clot from knee went to ankle. It will likely break up and go thru your heart. Or stroke your brain.,Or stroke your brain.,Injuries,Health,General Health Care,,,,information
anyone tried cinnergen?,Its advertised to help maintain blood sugar levels...has anyone actually had luck with it? or is it a scam product? thanks!! =),"Scam pretty much.  Too much Cinnamon in your diet can cause major stomach problems.  Its acidity breaks into the lining and can cause ulcers.  So stay with other stuff, cinnamon is just to caustic! Folks are using anything to get you to buy a product these days, and they won't tell you the side effects-only that it is ""natural"".  Scary world out there, all about selling and making that almightly dollar!  Tough if you get violently ill, these things are NOT regulated by the FDA and so manufacturers can get away with saying anything they want, use a common name, you got profits from those innocent that don't know the problems they might face by taking the stuff, be it liquid proteins, special juice combinations, special vitamins (Herbal or not).","Folks are using anything to get you to buy a product these days, and they won't tell you the side effects-only that it is ""natural"".",Diabetes,Health,Diseases & Conditions,,,,information
my cd4 is 134 how is my health?,,i have no clue,i have no clue,Women's Health,Health,Women's Health,,,,information
what is it when you have a broken ankle ?....?,and it swells in the cast,"Most bone fractures cause damage to the surrounding tissues.. this tissue usually will swell in the first 24-36 hours. ... If the cast makes you toes numb or turn blue, cut a slit in it to relieve the pressure as it may be cutting off the circulation to your foot...if you are unable to do this, go to the ER.",...,Injuries,Health,General Health Care,,,,information
how bad  is the  masturbatio wen I used to protect my self for fornication and aid's.?,"Im 40 y/o Male,Married no kid's.",.. what?,.. what?,Men's Health,Health,Men's Health,,,,information
Why do eye lids twitch?,Why do eye lids twitch?,it happens when you have not slept well or you are nervous and/or anxious about something. it is your body's way of coping with the issue at hand.,it is your body's way of coping with the issue at hand.,Other - General Health Care,Health,General Health Care,,,,cause
Can anyone recommend a good Diabetic Cookbook?,Recently been diagnosed so if you know of a good cookbook for people with Diabeties your help would be appreciated.,"I would love to find one too, I can say I have found some great recipes on the back of the Splenda bags.  The cheese cake recipe, well maybe is is not classic NY but it is pretty close and we can eat it!","The cheese cake recipe, well maybe is is not classic NY but it is pretty close and we can eat it!",Diabetes,Health,Diseases & Conditions,,,,experience
Should I have used Preparation H?,I developed a nasty rash while treating my hemmorhoids.,"I would contact a medical professional about your problem...In the mean time, I would not use scented toilet paper, don't used highly perfumed soaps and take showers instead of baths until the rash is gone...To get relief if there is alot of itching involved I would also take an antihistamine, like Benadryl or generic equivalent...Personally I cannot use the more expensive toilet paper, it gives me a rash...Pat, don't rub hard that will only irritate the area more, and maybe try the wipes that they sell right next to the Preparation H...They have a cooling effect and might bring some relief to both your hemroids and the rash...",I would contact a medical professional about your problem...,Other - Health,Health,Other - Health,,,,suggestion
"My special needs sister has a J-tube in because of problems with vomiting, How long can she have this j-tube?","sister in special hospital and concern about long use of j-tube. 
Is her life better for this procedure? She wants to eat but can not keep food down because the valve in esopagus no longer works.","Jejunostomy tube

A jejunostomy tube is similar to a gastric tube, though generally has a finer bore and smaller diameter, and is surgically inserted into the jejunum rather than the stomach. They are used when the upper gastrointestinal tract must be bypassed completely, and can be used as soon as 12 hours after surgery.

These small bore tubes are prone to clogging, particularly with some medications and if not flushed as directed. Feeding through these tubes are generally commercially prepared to provide adequate nutrition and to not result in clogging when used with a pump or with drip feedings.",Jejunostomy tube,Diet & Fitness,Health,Diet & Fitness,,,,information
is there something wrong with me?,"im fouteen years old and i tried to put a tampon in, but i cant find my vagina .........is that even possible?when i reach down there all i feel is a bone...im really freaked out","RELAX, dont hurt yourself...at first when you use a tampon it will feel funny and might hurt, but its normal for the fact that your not use to it....later on it will be like nothing and trust the tampon is good....dont be afraid...",later on it will be like nothing and trust the tampon is good....,Women's Health,Health,Women's Health,,,,information
I'm 23 married with 2 children how tough do you think it would be pursuing my medical dream of being a gynecol,im 23 years old and married with 2 children how tough do you think it would be pursuing my dream of being a gynecologist?,"i can't belive that your willing to look at chicks gynie's all day that have herpes, crabs, warts, conjunctavitis and puss, and then come home and eat 1 when you get home... bugger that!","i can't belive that your willing to look at chicks gynie's all day that have herpes, crabs, warts, conjunctavitis and puss, and then come home and eat 1 when you get home... bugger that!",Alternative Medicine,Health,Alternative Medicine,,,,information
Plzzz plzzz ppl help me with this?,"my story is that 2years ago i use to take amedicine i don't know what it's called my sister gave it to me, it use to get me hungry,she told me that if i want to get fat i have to eat one bead from the bottle of that medicine before i go to sleep, so i use to wake up the next day hungry, i use to eat after that alot of food anykind of food but before i took that medicine i wasn't able to eat alot i ctried but i couldn't so i use to eat one bead each day, so i gained like 10pounds in 3weeks i start looking alitt fat chubby i swear, it was so good she also told me if i want to get fat faster i could eat 2 or 3of them beads, that was agood medicine,but i don't know what it's called, in my sister died last year, she got hit by acar, so plzzz plzzz plzz if anyone know what they call that medicine tell me plzzzz so i can go to the stores in buy it.i'll appreciate that ppl",uhhhhhh....  iron pills??? im so confused. im being honest i've never heard of a pill that makes you hungry....,im being honest i've never heard of a pill that makes you hungry....,Other - Health,Health,Other - Health,,,,information
how many people have 3 kidneys?,My daughter has 3 kidneys. I have never heard of this. Is there other people out there with this problem? She is 2 :(,"This is the only thing that I found.  It must be very rare, she must be blessed.  

http://archive.gulfnews.com/articles/02/01/02/36760.html","It must be very rare, she must be blessed.",Other - Diseases,Health,Diseases & Conditions,,,,information
Is there help or hope for my bro who has brain damage tht effects short term memory .He drives and lives alone,,Sorry to hear about your bro...I am really close to my brother and can only imagine your situation.  I hope you find the help you are looking for and I hope your brother can recover the best that he can.,I hope you find the help you are looking for and I hope your brother can recover the best that he can.,Mental Health,Health,Mental Health,,,,information
ok guys dont look trust me you wont care maybe unless ur a DR.?,ok im on my period and my vagina is swollen (not from blood tissue were the blood leaks) and is clean i change my pad regulary whats wrong should i be worried?,"Well i think u may be like me; we're allergic to the pads we're wearing!!!!!   I myself use Always an my doctor told me that whatever they r using to make it help us stay fresh my body just aint feelin it. Also if u douche an use tampons that might do it too.
   Also 2 i dont know where u r from but your diet may have something to do with it too. but try changing your brand of pad an see what happens.  G.L.",Well i think u may be like me; we're allergic to the pads we're wearing!!!!!,Women's Health,Health,Women's Health,,,,cause
constipation and overweight?,"Hi, I was wondering if anyone could tell me if being constipated contributes to overweightness.. my son is overweight, and we've been seeing doctors for 2 years to find out why because food is not a factor.. he just doesn't eat that much, and what he does eat is healthy.. well, they told me that he was constipated very badly ( I didn't think he was because he goes to the bathroom regularly) and that is why he is so overweight.. this doesn't make sense to me.. can being constipated really make you overweight???","Being overweight can make you constipated. If your son is eating healthy and getting 30 minutes of good exercize everyday, and he's still overweight, try getting his thyrod checked. It's a blood test. If the TSH level is over 5, he has low thyroid. When mine was discovered, it was at 600. It's now undercontrol and I have more energy and only weigh 105 now. (I'm 5 feet tall)
In any case, getting exercize will lose more weight than eating less.","In any case, getting exercize will lose more weight than eating less.",Other - Diseases,Health,Diseases & Conditions,,,,information
"I need help on pus, can some1 help me?","my right foot, on my leftest side is my biggest toe which have pus in it when i touch it or squeeze its the left part of the toe.Can someone good tell my advise to stop the pus from occuring again?or any good tip will do.",Do you have an ingrown toenail? You should see a doctor before it turns green.,Do you have an ingrown toenail?,Infectious Diseases,Health,Diseases & Conditions,,,,information
How do I healthily gain weight.?,"Im 5'10"" and 147. Im a skinny white kid. I wanna be a fat white kid. I want to know a healthy way to bulk up. And not gain a beer belly.","Like she said... excercise is very important.

But make sure that you include alot of good protein in your diet (lean, or vegetable protien).  Eat lots of pasta -- it has alot of carbs and protein in it.  

Also, try drinking Silk's Chocolate Soy Milk -- it's a good source of protein, vitamins, and minerals, and it tastes great.  It's the best selling chocolate milk in the US.  

But make sure during this you include a good multivitamin, and that you drink plenty of water, so your body can better metabolize the nutrients, and form your new muscles well, and not have to ""borrow"" from other body parts -- which is why teens end up with osteoporosis...","Also, try drinking Silk's Chocolate Soy Milk -- it's a good source of protein, vitamins, and minerals, and it tastes great.",Diet & Fitness,Health,Diet & Fitness,,,,treatment
Anyone know if you can take Benadryl with Wellbutrin XL?,I took the Wellbutrin around 7:00 this morning and I have developed welts and lots of itching tonight....,"If it was me, I would probably take a benadryl.  However, probably your best bet would be to get yourself to the ER asap.  If you do that, don't take the benadryl, because they won't be able to give you anything for it.","If you do that, don't take the benadryl, because they won't be able to give you anything for it.",Women's Health,Health,Women's Health,,,,suggestion
"i have had some symptoms of a yeast infection but i am not sure if it that,,, Help?",,"If you are not sure than the best option is to see the doctor, they can do an exam and check a couple of things and determine what it is for sure","If you are not sure than the best option is to see the doctor, they can do an exam and check a couple of things and determine what it is for sure",Women's Health,Health,Women's Health,,,,suggestion
Why is a cure for cancer (in apricot seeds) being hidden from Americans?,,"This was popular many years ago, and Americans went to Mexico for treatment with the derivative from apricot seeds or peach pits.

It is bogus, it doesn't work. It took a lot of people's money and robbed them of proper medical treatment that might have helped them.

Please don't believe this!!!","This was popular many years ago, and Americans went to Mexico for treatment with the derivative from apricot seeds or peach pits.",First Aid,Health,General Health Care,,,,information
Acne in or under a mole?!?!?!?,"I have a pinkish mole under my arm right where my bra sits and I noticed that it was getting larger. I had to squeeze the area a little to get a better look at it being under my arm and when I did I had acne like puss come out of it and it was quite a bit. Now it is back to normal size. I was wondering if I should have it checked out or if getting acne under or inside a mole is normal. I was thinking that maybe since it sits under my bra that maybe the pores where clogged with dead skin cells and caused a sort of ""back up"". Thank you for your advice.","Moles are not supposto leak , drain, or change in size or color. It could be a sign of cancer. Get it checked out.",It could be a sign of cancer.,Skin Conditions,Health,Diseases & Conditions,,,,cause
how do you get rid of a yeast infection?,after my showers in the morning i feel wet like i peed and forgot to wipe. but like @ school i feel wet and uncomfortable and i dont know how to get rid of this discusting problem help.,"Don't use the messy ointment becuase you don't want to put yeast into your vagina if your not sure if you have one.  I was not sure once and this is what I did and it worked!:
Ok take hydrogen peroxide and put about4 tablespoons in a glass of water, pour it on your vagina about 3 to 4 times a day. If its not a yeast infection it wont hurt and it will help to keep it clean.  It dosent hurt, its soothing, if nothing improves in a week, see a doctor.",I was not sure once and this is what I did and it worked!,Women's Health,Health,Women's Health,,,,experience
How does warm water and salt help a sore throat????,"because i have one, i and i really want it to go away","The warm water helps the salt to dissolve and the salt is ""curing"" Heat the water as warm as you can tolerate. Don't burn yourself. Gargle several times a day. 2 tylenol will also help relieve the pain but won't ""cure"" an infection. If you aren't better in a day or if you start to run a fever go see your physician.","The warm water helps the salt to dissolve and the salt is ""curing"" Heat the water as warm as you can tolerate.",Other - Diseases,Health,Diseases & Conditions,,,,information
How can I tone my stomach?,I have two kids n I wanna know how can I get my stomach back into shape ?,sit ups are brill,sit ups are brill,Diet & Fitness,Health,Diet & Fitness,,,,treatment
about some sensitivity issues?,i'm not circumsized and when i touch around the head of the penis it is kind of like a jumpy feeling like a reaction to say ouch. what should i do?,"Well, if you are keeping it clean, I think it is about time to start masturbating and using it more and getting it ready for what it was intended to be used for.  Try masturbating every day for a week or so and if it is still sore I would recommend seeing a doctor because something just might be wrong.",Try masturbating every day for a week or so and if it is still sore I would recommend seeing a doctor because something just might be wrong.,Men's Health,Health,Men's Health,,,,treatment
my dad has a mechanical heart valve is this hereditary?,my dad has had a mechanical heart valve about 12 years now he had rumaticfever and thats what caused him to have damage to his valve i never had rumatic fever is this hereditary what is the chance of me getting a heart valve problem,"hi puff,
You dont need to worry.  The answer above is right.  Rheumatic fever is caused by untreated strep throat infection.  Nowadays, its pretty uncommon thanks to simple antibiotic treatment.  The problem is definitely NOT hereditary.  In fact, it can't even be spread from person to person because by the time someone has rheumatic fever, the bacteria is long gone.

A VERY small percent of people with untreated strept throat develop rheumatic fever.  The bacteria itself doesn't infect the heart or its valves.  Rather, your body's immune response to fight off the bacteria accidentally damages your valves.  The valves most commonly affected are the mitral (and sometimes tricuspid) valves.","In fact, it can't even be spread from person to person because by the time someone has rheumatic fever, the bacteria is long gone.",Heart Diseases,Health,Diseases & Conditions,,,,information
Is there any treatment for my knees as they feel stiffer and I can hear them crack as I bend them?,"Or maybe I'm just getting old...I'm 34, M.  I was told it's not arthritis, but I probably should make an appt. for an MRI.  Anyone have any idea what it could be?  Any remedies?  Thanks!","Have you ever injured it?  Its not impossible for young people who are very active to get wear and tear arthiritis.  If its not painful then that's a good sign, there's no evidince to suggest that 'noisy' knees lead to arthiritis.  If it ever 'locks' then that could indicate a cartilage problem.  If it hurts or you feel stiff then a painkiller with anti-inflammatory properties like ibuprofen might be worth a try (unless you have asthma, peptic ulcers etc.).  Just make sure you read the label to make sure its OK for you to take it.",Have you ever injured it?,First Aid,Health,General Health Care,,,,information
what r some alternative drugs for adhd?,"my son is 14 and was on meds for 9 yrs,,,,,,i felt it was time to take him off the meds 2 yrs ago,,,but things arent easy for him at school,,he cant focus and get his work done and he doesnt care,,,,,i really dont feel meds r an option any more but would like to try something else","the best thing for you to do is sit him down and teach him how to control his energy and how to focus, as he gets older he will learn to focus on his goals and his aditude. I know because I have ADD",I know because I have ADD,First Aid,Health,General Health Care,,,,experience
