subject,content,answer,sentence,cat,maincat,subcat,a_perspective_1,a_perspective_2,a_perspective_3,s_perspective_1
Can you tell me if there is something wrong with me??,"The last past 2 weeks, I have not been feeling like myself. I have not had much of a appetite an when I do eat, I feel like I'am going to throw up!!! Now, this does not happen alott, mostly when i'am eating something fatting.. Also, I been soo sleeply latley, where in the middle of the day I want to sleep!!! I have only notice that, of late, But i think thats happening because it's been raining alott, and when it rains i get sleeply alott.. But, also I keep getting a ringing in my ear!!! That happens about every other day!!Now, I'am not sure if everything can be realted but, I was just wondering if anyone could give me some reasons on why these things could happen. I'am a healthly 18 year old girl!!Also, I just took my temperture and it's 98.0 which is normal, so I'am not worry about that!!! Just yesterday, I was at my friends moms, house and started feeling sick when i ate some pasta, and started to feel sick and sleeply. I don't know it could imganation!!!",I feel like this sometimes...Do you feel down?...If so it could be depression..If not..could be new meds you're taking..But chances are it could be that you feel blue...Try to do something new...Go out..take time for yourself..It might be good for you..,take time for yourself..,Women's Health,Health,Women's Health,,,,treatment
What is Fetal Alcohol Syndrome?,,"Fetal alcohol syndrome (FAS) is a condition characterized by abnormal facial features, growth retardation, and central nervous system problems.  It can occur if a woman drinks alcohol during pregnancy.  Children with FAS may have physical disabilities and problems with learning, memory, attention, problem solving, and social/behavioral problems.

When a pregnant woman drinks alcohol, so does her unborn baby.  There is no known safe amount of alcohol to drink while pregnant and there also does not appear to be a safe time to drink during pregnancy either.  Therefore, it is recommended that women abstain from drinking alcohol at any time during pregnancy.  Women who are sexually active and do not use effective birth control should also refrain from drinking because they could become pregnant and not know for several weeks or more.",Women who are sexually active and do not use effective birth control should also refrain from drinking because they could become pregnant and not know for several weeks or more.,First Aid,Health,General Health Care,,,,information
Why are antidepressants not a curative drug?,,"maybe depression, or any mental illness, cant really be cured, like a broken bone. maybe mental illness will always be like alcoholism or substance abuse- under control but still there.",maybe mental illness will always be like alcoholism or substance abuse- under control but still there.,First Aid,Health,General Health Care,,,,cause
What are the safest tampons to use?,"I seem to get extrmely irritated & infected by Platex and noticed when I opened one up that it sheds cotton, so I think thats why. Are there any safe tampons to use or should I stick to pads?",Pads are best or try mooncups or natural sponges. Never put anything man made inside you (except a condom!) its sooo bad for you,Pads are best or try mooncups or natural sponges.,Women's Health,Health,Women's Health,,,,treatment
Shooting pain up my right leg...why ???,"sharp pain from my leg to bum every so often,had cesarean 6 months and got tubes tied,just wondering if its anything to do with that ?","could be a pinched or injured nerve, contact your Dr.","could be a pinched or injured nerve, contact your Dr.",Women's Health,Health,Women's Health,,,,suggestion
"Tell me the risk involved in oral sex  And is it true after sex, before washing hands,rubbing eye is dainger.?",,for whatever reason... don't rub ur eye.,for whatever reason... don't rub ur eye.,First Aid,Health,General Health Care,,,,suggestion
each time i want to make love to my wife it  takes her hours to arouse.i have tried all the formulars i know .,i have been with my wife for six years.i noticed the problem two years ago.each day that passes the problem tends to worsen.we have one son whois ten months old.i would like to know if its a medical problem that can be caused medically.i will also be gratefull if i will know the type of drugs that will solve my problem.thanks.waiting for the answers to my problems,"sometimes its the stress of having to care for the infant that causes her not to be aroused.

Try getting a relative/parents to take care of your kid while you and your wife go out for a date. Try flirting with her like the both of you are on your first date, nice dinner out, movies etc.. and have a suprise of soft music at home that you 2 could dance to.. thereafter, with foreplay .. 

hopefully she will not take hours to arouse and that the both of you will have a more pleasurable time..

all the best!",sometimes its the stress of having to care for the infant that causes her not to be aroused.,Women's Health,Health,Women's Health,,,,information
What's wrong with ritalin?,"This is an excerpt I picked from :http://www.davincimethod.com/adult-add-adhd.html


'How substances affect your mind differently than other people. What substances will help people with ADHD and what substances will ruin them. Hint: Ritalin can make things a lot worse for someone with ADHD – we'll tell you why.' 

Why?","The biggest problem I've seen with it is that teachers prescribe it. A kid acts up in class and the teacher says he has ADD or ADHD. If a teacher says to get your kid on drugs, tell her you will have your child checked. Do not automatically ask the doctor for drugs.","If a teacher says to get your kid on drugs, tell her you will have your child checked.",Mental Health,Health,Mental Health,,,,suggestion
I am TERRIFIED of going to the dentist....?,Is there any medication that will relax me enough to even make an appointment...Valium doesn't work for me,"YES!!

I have the same terrifing fear!  Once I hit the chair I'm in tears and constantly flinch when anyone comes near me.  I loathe the dentist!!!

My dentist is very, very sweet and gentle.  He also gave me a script for Ativan, which really seems to help.  Sadly,initally I had to take a huge dose, which left me helpless for at least two days, but as  the treatments go on, my does goes down.  I also found that listening to music through headsets help a great deal as well.

Keep in mind, Ativan is addictive, be very careful.  Talk to your dentist first!  When you make the appointment, explain that you have a very serious fear, which is beyond the typical ""I hate the dentist"" fear.  If the dentist/office is worth their salt, they will work with you.  If not, find another  dentist.

Gas typically isn't used in most offices anymore, as it's found to cause birth defects in people that are around it for extended periods of time.

Best of luck!","Gas typically isn't used in most offices anymore, as it's found to cause birth defects in people that are around it for extended periods of time.",Dental,Health,Dental,,,,information
does watering down juice change the nutritional properties if you still take in the full serving size?,"I know grapefruit juice has many health benefits, but I hate it.  If 8oz has a certain level of benefit and I add 8oz of water to it to help ""get it down"" will I still get the full benefit of the juice (keeping in mind I'd be drinking all 16oz of liquid at this point)",I think you'll still get all the nutritional benifits because your still consuming it all. It just will take longer and be a bigger volume. It;s just the same as drinking the juice then drinking water afterwards.,I think you'll still get all the nutritional benifits because your still consuming it all.,Diet & Fitness,Health,Diet & Fitness,,,,information
I get these bumps?,they are on my privates in the hair section.  My doctor said they are ingrown hairs.  They go away and then come back.  Any ideas?,"Do you shave, shaving also cause ingrown hairs and little bumps, i shave but i dont get them anymore, i pull oout the ingrown hairs and using the alcohol gel on it....make sure to use good shaving cream too!!","Do you shave, shaving also cause ingrown hairs and little bumps, i shave but i dont get them anymore, i pull oout the ingrown hairs and using the alcohol gel on it....",Women's Health,Health,Women's Health,,,,experience
quick question about vicodin?,1 never seemed to do anything so about 48 minuets ago i took 2 with about a 1/8th tiny plastic party cup full of wisky cause it said it will intensify the effect... any ways i alwasy wanted to see why people like getting high on these things and just wondering what should i be feeling... also i was doing research and it said your pulse can slow you can go into a coma and sezier (bleh) so is any of this common ? thanks !,I wouldn't worry about that. They have to list everything even if it happend only one time in a million.,They have to list everything even if it happend only one time in a million.,Injuries,Health,General Health Care,,,,information
my eye!?!?!?,"Heyo. My eye, right or left depending on my or yours perspective, is red and has been red for like a day in a half now. Does anyone perhaps know why or any special home remedies for this?","If you don't have something in it, you probably have pink eye, a very contagious eye infection. An Eye Dr. needs to prescribe an antibiotic cream for your eye.",An Eye Dr. needs to prescribe an antibiotic cream for your eye.,Skin Conditions,Health,Diseases & Conditions,,,,treatment
Why is my nose always stuffed?,"Since about 6th grade my nose has been chronically stuffed. I've seen a doctor about it, and they gave me some medicated nosespray called Nasonex. It works ok (not entirely effective), but it's very expensive, and I don't want to have to pay for it monthly. Regular nose sprays work for a while, but after that they just make it worse.

My doctor calles it allergic something something, but they're around all the time, so I don't think it's allergies exactly. I've looked it up online and think I might have chronic sinistus, but it's been around for more than a year. Any ideas?",Try not consuming ANY dairy products.  Best wishes to you!,Try not consuming ANY dairy products.,Allergies,Health,Diseases & Conditions,,,,treatment
Why do I get bad cramps in my side when jogging and walking?,"I recently took up a new work-out regimine, and I run/walk three miles a day and I plan to raise it by a mile every other week...  But everyday, about halfway into my workout, I get awful cramps in my right side.    Sometimes the cramp runs along my whole ribcage and sometimes just in the middle area.  What can I do to prevent this?  And what is a good way to make them go away?  Thank you for your help!",You need to start practicing breath control when you run try to use a pattern and consentrate on taking the same breath in and releasing it out fully. you breath in fresh air and breath out air that lacks oxygen so if you are brathing fast you suck in the air with no oxygen this causes cramps also.  if you drink soda and eat greasy foods thats probably the first thing that you should work on ok.,You need to start practicing breath control when you run try to use a pattern and consentrate on taking the same breath in and releasing it out fully.,Diet & Fitness,Health,Diet & Fitness,,,,treatment
do you know of any illness where a person can't stand to sit around fans or air conditioners due to the air,"my mother has to leave rooms where ceiling fans or air conditioners are being operated.  she says the air from these appliances causes her to have shortness of breath.  she also has something that causes her to get dizzy suddenly, but it is not associated with the other symptoms.","first she needs to see a doctor. secondly air bl owning on some people do make them short of breath.(like me).I don't have asthma but I have allergies to dust,mold, mildew. thirdly if it is a move able fan; reverse the fan in the window or turn it's back toward the person. fourth old people tend to have inter ear hearing and disease that can cause imbalance or dizziness which is why they have falling problems. see the doctor.",fourth old people tend to have inter ear hearing and disease that can cause imbalance or dizziness which is why they have falling problems.,Other - Diseases,Health,Diseases & Conditions,,,,cause
What side effects are there with a Mitral Valve Prolapse? I have this condition -I have to take Amoxicillin..?,"Before Surgury, Dental Cleanings etc. Yesterday I found out that an online friend died from complications from this. My Doctor hasn't told me of any possible complications or side effects. If you are a Doctor, Nurse or a person with this Disorder etc. who can shed some light on this-I would greatly appreciate hearing from you. Your information could save my life or the life of other people reading this.","Amoxicillin is prophylatic for Endocarditis.  Since you have MVP ( Mitral Valve Prolapse) there is high possibity for Mitral Regurgitation, (blood flowing to the atrium when contraction, instead of going in to the Aorta).  This regurgitant jet will cause damage to the lining of the atrium in due course of time that area might be infected, which will be cause of endocarditis, thats why you are given prophylactic antibiotic therapy.

Complicaiton for MVP: 

Infective Endocarditis, Thrombosis of Left Atrium, Emobli Event, Arrhythmia, Pulmonary Hypertension, Congestive Heart Failure.

Other than that, complication can be of any type if not treated or due to secondary conditions.","This regurgitant jet will cause damage to the lining of the atrium in due course of time that area might be infected, which will be cause of endocarditis, thats why you are given prophylactic antibiotic therapy.",Heart Diseases,Health,Diseases & Conditions,,,,information
Do caffine pills have dangerous side effects?,"I am in college and in order for me to stay awake I have been using caffine pills, energy drinks, and coffee. Is it safe and if not I can't stop because I am addicted to them!","And now, a reasonable answer:

Caffeine, has been studied VERY extensively and no significant long-term problems have been found.  It IS a drug and if you take to much you will be uncomfortable, maybe really uncomfortable. (it starts with the shakes and an upset stomach and gets worse from there. A severe anxiety attack is a possibility.)   A lethal dose for a human is about 150 cups of coffee is a short period of time (or the equivalent from pills, etc.)  That's hard to do...

It can exacerbate other conditions, in particular stuff like acid reflux or ulcers, but it has also been shown to apparently have some minor beneficial effects.    Still, the amount you're apparently taking is probably not healthy because its likely messing up your sleep, at least.

Caffeine addiction is real, but its fairly easy to get over.  You can go cold turkey and be miserable for up to two weeks (mostly lethargy and killer headaches), or you can ease yourself off of it.

The wikipedia page on caffeine is pretty good...","Still, the amount you're apparently taking is probably not healthy because its likely messing up your sleep, at least.",Diet & Fitness,Health,Diet & Fitness,,,,information
if a person has cancer and then gets pregant will the pergancy make the cancer grow faster?,,"It might, or it might not.  It depends on the type of cancer.  I imagine it make make breast cancer progress faster since pregancy causes the breasts to grow in general.  It could potentially slow down other types of cancer depending how the hormones produced during pregancy effect the relevant tissues.  However, chemotherapy, surgery and other cancer treatments can be extremely dangerous to the fetus, so it is probably not a good situation in generally.",I imagine it make make breast cancer progress faster since pregancy causes the breasts to grow in general.,Cancer,Health,Diseases & Conditions,,,,information
Can a high amount of stress cause someone that has never had seizures before to get them?,,stress can cause your head to explode!,stress can cause your head to explode!,Men's Health,Health,Men's Health,,,,information
"How do I get my mother, who mistrusts doctors, go to get her regular check ups?","She is about to turn 64 years old and I worry that she hasn't been to a doctor in over 10 years (at least).  Whenever I try to get her to go, she just says that she doesn't want to spend her money going to the doctor.  She has always been relatively healthy, but I just want her to get a check up or something.","I know for a fact that many people people think that they are healthy because they do not see any symptoms of anything occuring, but I have experienced this attitude in my own family.  Explain to your mother that she only has one life and she should cherish and protect it as long as she can.  Would she rather spend a few dollars now, or God forbid,  wait until she has a life threatening disease and have to spend thousands.","I know for a fact that many people people think that they are healthy because they do not see any symptoms of anything occuring, but I have experienced this attitude in my own family.",Other - General Health Care,Health,General Health Care,,,,information
Why does my wife have alzheimer's disease?,We've been married for 54 years.,"The cause of Alzheimer’s disease is not known, but several theories of causality have been advanced. These theories propose genetic, environmental, viral, immunological, biochemical, and other causes for the disease.
The specific features of Alzheimer’s disease vary from individual to individual, but the general course of the disease is fairly consistent in most cases. The symptoms of the disease tend to be more severe at night. The first stage of Alzheimer’s disease is usually forgetfulness, accompanied by some anxiety and mild depression. This usually develops into a more serious loss of memory, especially of recent events, moderate spatial and temporal disorientation, loss of ability to concentrate, aphasia, and increased anxiety. This set of symptoms is usually followed by profound spatial and temporal disorientation, delusions, hallucinations, incontinence, general physical decline, and death.
 You may read these books for more information about the disease.
Edwards, Allen. When Memory Fails. New York: Plenum, 1994.
Gregg, Daphna. Alzheimer’s Disease. Boston: Harvard Medical
School Health Publications, 1994.","The specific features of Alzheimer’s disease vary from individual to individual, but the general course of the disease is fairly consistent in most cases.",Other - Diseases,Health,Diseases & Conditions,,,,information
Why don't dentists use nitrous oxide (laughing gas) anymore?,,It's obsolete Dentist use sodium pentathal now. It doesn't make you sick and is more effective,It's obsolete Dentist use sodium pentathal now.,Dental,Health,Dental,,,,cause
What does blooding in the ear means? My left ear is blooding and i don't known why. ? Does anyone known this,"answer to my question???????????????????????????????????

Thanks guys any answers would be good to known!!!!!!!!!!!!!!!!!!!!","either the external canal is injured somehow, or the drum is ruptured and leaking.","either the external canal is injured somehow, or the drum is ruptured and leaking.",Other - Health,Health,Other - Health,,,,cause
Must amputees take phisical therapy or phisiotherapy after amputation? why?,,Sure to retrain the body and mind,Sure to retrain the body and mind,Other - Health,Health,Other - Health,,,,cause
Brown Speck in my Eye!?,"On the inside of my eyelid, I have a brown speck. Surrounding it is a small white circle. It sometimes itches me, and I have had no clue why until today when I noticed it in the mirror. I have also noticed that my vision at only 13 years old is getting worse rapidly. Could that speck have any effect on my vision? Could it be a disease? An eye infection?","whatever it is, it definently does NOT sound good, and I suggest going to the doctors as soon as possible.","whatever it is, it definently does NOT sound good, and I suggest going to the doctors as soon as possible.",Infectious Diseases,Health,Diseases & Conditions,,,,suggestion
What happens if a person drinks to much water. A person with a bp of 102/60.?,,"its generally okay to drink a lot of water.   now if you are guzzling gallons of water at a time, you will drop your sodium, and that can cause issues.","now if you are guzzling gallons of water at a time, you will drop your sodium, and that can cause issues.",Diet & Fitness,Health,Diet & Fitness,,,,information
"ganglion on my wrist was surgicaly removed, why has it come back bigger and painful?",,they keep coming back as long as you live ask the surgeon,they keep coming back as long as you live ask the surgeon,Other - Health,Health,Other - Health,,,,suggestion
What could the reason be to why i've had my period for 2.5 weeks?,I've had my Period for 2 1/2 weeks and I'm really worried that's something is wrong but at the same time I'm scared/worried to go to the doctor because of what it might be. so I was wondering if anybody had any idea of what it could be? thanks,"did u take any wierd medication?  are u nomrally irregular?  and the bloos is spotty not a full flow right?  i had a friend that took seasonal and had her period for 3 months instead of not.  it was an allergic reaction.  i think you should def see your gyn.  but if you want to get whatever it is that in there out.. you can try acupuncture.  i did one treatment on my friend and really black blood came out, it was more blood then she ever had b4.  then she was fine.  good luck.",i had a friend that took seasonal and had her period for 3 months instead of not.,Women's Health,Health,Women's Health,,,,experience
Why do girls want hair underneath their arms in america?  it stinks?,Why does my daughter want hair underneath her arms.   The odor is terrible.  My two dogs will sit down next to her and stick their noses underneath her arms as if they were two pairs of dirty socks...my neighbors dogs love her because of the odor.  They do the same with their noses. and only her armpits not mine or anyo fthe other family.  I do not let her come over now because of the odor.   It stinks up my home and I have to use fabreeze when she leaves.,"First of all, its not customary in America for women to let the hair under their arms grow.  This is more of a European thing.

Secondly, if she smells bad, she probably doesn't use deoderant or antiperspirant.  If it was simply because she didn't shave, we would have that problem with all men since they don't shave either.

You should talk to her about it.",You should talk to her about it.,Women's Health,Health,Women's Health,,,,suggestion
Is there a cure for HIV?,"I heard from a friend there was a cure for HIV that the government had, and they was holding on to it for population control reasons. I was trying to find out if this is true.","No there is not cure for HIV, there are drugs that you can take that can help you live with HIV but they are expensive and cause several side effects.  Thats an urban myth that the government has a cure.","No there is not cure for HIV, there are drugs that you can take that can help you live with HIV but they are expensive and cause several side effects.",STDs,Health,Diseases & Conditions,,,,information
i have panic attacks and i cant drink any thing with caffine ihave them just thinking about it is that normal?,why does this happen what can i do it happens when i think about bad things it happens when i drink coffee or if i have a beer,NO,NO,Other - Health,Health,Other - Health,,,,information
hip replacement?,"Am I damaging my hip?

After being Xrayed a few months ago, my doctor told me my right hip needs replacing( I had surgery on it as a teenager).
I'm in my thirties now and have been putting of the operation.
My question is, am I damaging my hip further by delaying the operation?.","You have to be very careful because by prolonging  you are putting the vessels around at risk, the bones are rubbing each other which can even lead to arthritis. Go for the replacement as soon as possible otherwise you will end up having a long pin going down the leg (femur) for support to your damaged hip.","You have to be very careful because by prolonging  you are putting the vessels around at risk, the bones are rubbing each other which can even lead to arthritis.",Men's Health,Health,Men's Health,,,,suggestion
What type of headache do I have? And why am I getting it?,"I have a headache that is killing me, it's right on the top of my head. It doesn't last long, but it comes often. The weirdest thing about it is, I NEVER get headaches, but for the past couple weeks I've been getting them very often and I don't know why. Nothing has changed in my life, I'm not going through any real stress and I'm eating the same and everything, I just don't get it.",I listed a website below that should answer all your questions on headaches. I hope it helps you out. I've also listed a second website that will help you out just in case you have to go to the doctor for this headache that you keep having. Good luck and I hope you start feeling better.,I listed a website below that should answer all your questions on headaches.,Other - Health,Health,Other - Health,,,,suggestion
Why do i spend my evry day with eye pain from muscles having been removed and cannabis is the only help.?,"in 1972 due to an eye accident my eye was split open and my eye experienced trauma. two muscles were removed . my eye was split open hanging by a ""thread"". now as predicted by doctors then my eye pain will increase. i have not been able to work in my true field for over a decade and largely have taken labourer jobs. i receive or have i asked for help from the governments such as SSI or anything free. the pain has gotten extreme 24/7 and cowardly eye doctors offer no help and say, ""the pain is something you must live with"". this, even though cannabis will  take the pain away and actually my right eye is able to focus. why is cannabis still illegal and would Olive Garden take the SleezEA to court if Oregano were to be made illegal? how much would a bag of Parsely cost? i still live in a ""non-MM"" state. why does the bush lie about being respectful of human dignity, this morning in his press report, when people still continue to suffer from pain in not having the tools to live on?","You have incompetent doctors.  You have damaged nerves that need to be removed and either they don't know that, or they are afraid to take the risks involved to do anything about it.

Just curious - Why would you see being stoned 24/7 as an appropriate alternative to your pain? I believe that the Pot removes your pain, but is that any way to live?","I believe that the Pot removes your pain, but is that any way to live?",Alternative Medicine,Health,Alternative Medicine,,,,information
Why do doctors leave the room while you change? They're going to see you naked anyway.?,,Its just the concept of privacy and getting use to the idea. It is also wierd to have a strange man looking at you while you strip then he starts feeling on you. The second part is bad enough by itself.,It is also wierd to have a strange man looking at you while you strip then he starts feeling on you.,Other - Health,Health,Other - Health,,,,information
Why does a broken femur heal faster in a walking cast?,,I have a better question. HOW IN THE HELL DID YOU BREAK YOUR FEMUR? its like the thickest and most dense bone in the body. must have been a pretty bad accident. i suggest staying off the leg for a while...,must have been a pretty bad accident.,First Aid,Health,General Health Care,,,,information
What is the best macronutrient for primary fuel for the human body?,"For example, saturated fats or carbohydrates and why?
If we overeat in either they are still converted to fat in the body, so which is best in moderation?",eggs,eggs,Diet & Fitness,Health,Diet & Fitness,,,,information
Anyone know if you can take Benadryl with Wellbutrin XL?,I took the Wellbutrin around 7:00 this morning and I have developed welts and lots of itching tonight....,"If it was me, I would probably take a benadryl.  However, probably your best bet would be to get yourself to the ER asap.  If you do that, don't take the benadryl, because they won't be able to give you anything for it.","If you do that, don't take the benadryl, because they won't be able to give you anything for it.",Women's Health,Health,Women's Health,,,,suggestion
"is doxycycline effective in treating chlamydia, in men. please dont answer unless u know?",,"doxycycline is effective, but one dose of azithromycin would take care of it. Should consider getting a jab with ceftriaxone also, because gonorrhea infection common occur together with chlamydia infection, and doxycycline doesn't treat gonorrhea","Should consider getting a jab with ceftriaxone also, because gonorrhea infection common occur together with chlamydia infection, and doxycycline doesn't treat gonorrhea",STDs,Health,Diseases & Conditions,,,,treatment
"why do we have ear wax, where dose it come from and do we even need it?",,"WE need it because it protyects our ear canal from anything like bugs, or sticks etc. to damage it.","WE need it because it protyects our ear canal from anything like bugs, or sticks etc.",First Aid,Health,General Health Care,,,,cause
what is the diffrnce between Aids and HIV?,,"AIDS is a disease caused by HIV - human imunodeficiency virus. So, AIDS is the disease and Hiv is its cause.","So, AIDS is the disease and Hiv is its cause.",Other - Health,Health,Other - Health,,,,information
sharp pains?,"a keep gettin sharp pains more on my left side of my stomach why is this?
is there anything a can take for it other than pain killers
it doesnt feel like my period pain it feels totally different","When you say stomach, where do you mean?  Relate it to your ribcage or bellybutton and I'll write back.  The abdomen is a large area, and it's hard to say without more info.

Where you are talking about is the area where your pancreas lies, just below your stomach.  Anything below that is your intestines.  Behind the pancreas is your kidney.  Does your low back hurt too?  Does eating certain foods (wheat, dairy, acidic like oranges or tomatoes) aggravate it or is it constant?","Where you are talking about is the area where your pancreas lies, just below your stomach.",Women's Health,Health,Women's Health,,,,information
I was hurt. and its very itchy. Is it serious?,"Ten years ago, I was hurt in my leg near the ankle by a 'lantana camara' thorn (a small one} till today that place is black and its always itchy. Is it something serious? and what should I do?",You should go to the doctor and fast cause it sounds pretty serious.,You should go to the doctor and fast cause it sounds pretty serious.,Skin Conditions,Health,Diseases & Conditions,,,,suggestion
why is my nose so sore  ?,my nose feels sore and i dont wnats wrong and whenever i touch it hurts and feels sore and i dont want is wrong with my nose and i dont want anything to happen to my nose plz help ~~,"You don't mention if something happened to your nose.
Have you been mashing zits?  Have you been snoring coke?
Have you had a fight and got your nose clobbered?
Sometimes a person can sleep funny and their nose gets mashed up against a pillow or on the bed and hurts the following day.
Is your nose dry because of the weather?  Do you have cold sores around your nose making it hurt?    Petroleum based products used inside the nose will help to relieve dryness.
Hope I have helped some but without knowing what is going on,it is hard to properly answer your question.",You don't mention if something happened to your nose.,Pain & Pain Management,Health,General Health Care,,,,information
"i  feel my eyelash fall ,altough i'm  healthy & i've used alla  vitamins ,what does it mean?","u know i consult  with  doctors they all say there's nothing serious to me ,but i'm still worried coz i 'm scared of loosin' my beautiful eyelash. though i dun make up ,
dunno what's really goin' ON?","Right up front, I would say it is a thyroid problem...Also a question that I do not know is if you were on or are on synthroid... using this will almost assuredly cause eye lash losses.

By the way.. here is a good URL for you to bring up and study..

http://www.cosmeticscop.com/learn/article.asp?PAGETYPE=ART&REFER=SKIN&ID=111",Also a question that I do not know is if you were on or are on synthroid... using this will almost assuredly cause eye lash losses.,First Aid,Health,General Health Care,,,,cause
Does any other women get intestinal gas pains and bloating a day or two after sex?,"I get bloating pressure and intestinal gas that sometimes has me nauseated and anxious, any reason why?",I never had sex coz I am kid!!!,I never had sex coz I am kid!!,Women's Health,Health,Women's Health,,,,experience
im after loseing a couple of pounds before i go on holiday in february?,"im thinking of using the core secrets gym ball by gunner peterson and was wondering if its any good to use 
ive seen the ad on sky tv and it looks good but you know sometimes them tv advertisments are a sham and they dont work im not over weight but i want to get down to eight stone dose anyone have any advice please help","I would like to lose at least 5-6 kg but it's very difficult because I like eating. My aunt has lost 16 kg in some months because she has started going to the gym, she goes three times a week and she comes home late, she doesn't want to cook and so she only eats a yogurt or a cup of milk with biscuits. But my father doesn't want me to do this, and so I'm still fat and I have never had a boyfriend. I'm 1.60 m tall (5.2 ft) and my weight is more or less 140-143 pounds. I know my father behaves like this because I'm his only daughter, but I'm 21 years old and I don't want to become a spinster! If he makes me become a spinster, I would never forgive him! How can I lose 5-6 kilos without starving?",I would like to lose at least 5-6 kg but it's very difficult because I like eating.,Diet & Fitness,Health,Diet & Fitness,,,,experience
is it possible im pregnant 3 months after a tubal ligation im 1 week late someone please help?,This is what happened i had a baby dec 14th 2005 via csection and had  tubl ligation..I did have sex before my 6 weeks was up to be safe actually 2 weeks after the baby..i know dumb but what im wanderin is if havin sex so soon coulda untied my tubes or messed ip up because it wasnt done healing yet..im already 1 and a half late and scared to take the pregnancy test..i already have 3 kids.please give me insight if possible i would really appreciate it,Doing that is not going to untie your tubes. Hopefully though their tied tightly because having sex so close to after your pregnancy makes you so much more able to get pregnant . your womb and ciirvex(sorry abour spelling) is slightly open. As long as the guy u were with doesn't have an std ur tubes should be tied. A week late is not too bad but take the test just be sure. If you are pregnant pl plz go to a doctor-good luck!!!,Hopefully though their tied tightly because having sex so close to after your pregnancy makes you so much more able to get pregnant .,Women's Health,Health,Women's Health,,,,information
"only when I sleep at night. I Itch all over. I try to not sratch the spot, but i can't. My husband doesnt itch","It does'nt happen everynite. It does'nt happen in the day. My husband is in the same bed. He's fine.It drives me nuts. At some point I fall a sleep. If I take a nap after work, for 2 hours. It does'nt happen then. That's wierd. please help....","if you are taking medicine at night ,that could be a reason too.","if you are taking medicine at night , that could be a reason too.",Other - General Health Care,Health,General Health Care,,,,cause
ambien cr 7-10 days?,Why is Ambien Cr only used for 7 to 10 days? How are you supposed to sleep after those days are over? Been taking for 2 days.,"Zolpidem (ZOLE-pi-dem) belongs to the group of medicines called central nervous system (CNS) depressants (medicines that slow down the nervous system). Zolpidem is used to treat insomnia (trouble in sleeping). Zolpidem helps you get to sleep faster and sleep through the night. In general, when sleep medicines are used every night for a long time, they may lose their effectiveness. In most cases, sleep medicines should be used only for short periods of time, such as 1 or 2 days, and generally for no longer than 1 or 2 weeks.

After you stop using this medicine, your body may need time to adjust. The length of time this takes depends on the amount of medicine you were using and how long you used it. During this time check with your doctor if you notice any of the following side effects:

Abdominal or stomach cramps or discomfort; agitation, nervousness, or feelings of panic; convulsions (seizures); flushing; lightheadedness; muscle cramps; nausea; sweating; tremors; uncontrolled crying; unusual tiredness or weakness; vomiting; worsening of mental or emotional problems.

Other side effects not listed above may also occur in some patients. If you notice any other effects, check with your doctor.",Other side effects not listed above may also occur in some patients.,Mental Health,Health,Mental Health,,,,information
How come us Women get tired prior to starting our next menstrual cycle?,"Also, how come Women's body temperature rise first two days of starting menstrual cycle?",It's caused by the hormonal changes.,It's caused by the hormonal changes.,Women's Health,Health,Women's Health,,,,cause
Why is Centrum Recommended by Doctors when it is Toxic?,"If you don't believe Centrum is toxic, go to www.centrumistoxic.com
and look at the research.","What the hell is wrong with you? I suppose you are the sort of idiot that uses homeopathic remedies, and other ""alternative"" treatments. DON'T LISTEN TO FOOLS LIKE THIS PEOPLE most every ingredient in every vitamin, medicine, food,  etc is toxic if you use it improperly. WATER IS TOXIC IF YOU DRINK TOO MUCH!!!   idiot.",idiot.,Alternative Medicine,Health,Alternative Medicine,,,,information
Why do my front ankle tendons hurt after I workout?,"The night following a workout on the eliptical machine, the front tendons that connect my ankles to my feet are very sore.  What causes this? What can I do to ease the pain besides medication?","You could of pulled a muscle, over by there... Maybe trying to stretch out (or if you all ready do) stretch out more, before you go on your work out... I think it might (but not 100% sure, but it could be shin splints)... If the stretching doesn't help, then go to your doctor and talk to him or her...","If the stretching doesn't help, then go to your doctor and talk to him or her...",Injuries,Health,General Health Care,,,,suggestion
What are some posiible explanations for the consistently negative test results for a person with a HIV?,"A patient has HIV infection, but the tests performed on them continues to be negative. Why?",The illness could be in the 'window period' where it is undetectable,The illness could be in the 'window period' where it is undetectable,Infectious Diseases,Health,Diseases & Conditions,,,,cause
Why do eye lids twitch?,Why do eye lids twitch?,it happens when you have not slept well or you are nervous and/or anxious about something. it is your body's way of coping with the issue at hand.,it is your body's way of coping with the issue at hand.,Other - General Health Care,Health,General Health Care,,,,cause
Can someone identify this medical mystery?,"It seems to be an allergic reaction. Symptoms include itchy rashes, swollen lips and nose, dry mouth, and a general feeling of malaise. Benadryl seems to help but the symptoms recur. The symptoms don't seem to be tied to the ingestion of a particular food or drink. The doctors don't seem to know what the problem is, do any of you?","No.
It seems 2 b  a reaction caused due to overdose of sme drug.
May b it needs antidote treatment....",It seems 2 b  a reaction caused due to overdose of sme drug.,Allergies,Health,Diseases & Conditions,,,,cause
"Why do doctors say they need things ""STAT"". Does it stand for something? Why not just say ""I need it NOW""?",,"I think it's just doctor's lingo.  It's like hearing the words ""pronto"" or ""on the double"" in the army.","It's like hearing the words ""pronto"" or ""on the double"" in the army.",Other - General Health Care,Health,General Health Care,,,,information
